[00:05] me018 | OK .
[42:39] fn002 | Now we can put this . No ?
[42:41] me013 | Yeah .
[42:42] fn002 | And here we can multiply by X .
[42:46] me013 | different fonts there so you know which is which . But I I under I understand what you mean now . OK .
[42:52] me013 | Sure .
[42:56] fn002 | I can put log
[43:09] me013 | Yes . I understand now .
[43:12] me013 | And that 's where it comes from . Yeah .
[43:19] mn007 | Yeah . Right .
[43:21] me013 | Right .
[43:22] fn002 | Now it 's correct .
[43:23] me013 | Right .
[43:26] me013 | OK . Thanks .
"[43:27] fn002 | Well . The idea Well , we have fixed this equa"
"[43:31] me013 | OK . So now once you get that that one , then you then you do a first or second - order , or something , Taylor series expansion of this ."
[43:36] fn002 | Yeah . This is another linear relation that this to develop this in
[43:40] fn002 | vector s Taylor series .
[43:54] fn002 | when we have a a statistic for clean speech and for the noisy speech .
[44:04] fn002 | Mmm ?
"[44:13] fn002 | well , we know this"
[44:14] fn002 | statistic and we know the noisy st
"[44:17] fn002 | well , we can apply first"
"[44:20] fn002 | order of the vector st Taylor series of the of the of well ,"
"[44:25] fn002 | the order that we want , increase the complexity of the problem . And then when we have a expression , uh , for the"
[44:25] me013 | Mm - hmm .
"[44:33] fn002 | mean and variance of the noisy speech ,"
[44:45] me013 | Mm - hmm .
[44:46] fn002 | to obtain the expected value
[44:50] fn002 | of the clean speech given the this
[44:57] me013 | Mm - hmm .
[44:58] fn002 | the statistic for clean speech and the statistic of the noisy speech .
[45:04] fn002 | This only that .
[45:08] mn007 | And the the model of clean speech is a codebook . Right ?
[45:12] fn002 | Yeah . We have our codebook
[45:17] me013 | Mm - hmm .
[45:47] mn007 | Mm - hmm .
"[45:50] me013 | So , um ,"
"[45:54] me013 | how much in in the work they reported , how much noisy speech did you need to get , uh , good enough statistics"
[46:04] me013 | for the to get this mapping ?
[46:10] fn002 | I I need to s I don't know exactly .
[46:11] me013 | Yeah .
[46:23] me013 | the the training set may not be a a great estimator
[46:28] me013 | for the noise in the test set . Sometimes it is and sometimes it 's not .
"[46:31] fn002 | Yeah . I the clean speech the codebook for clean speech , I am using TIMIT ."
"[46:37] fn002 | And I have now , uh , sixty - four"
[46:43] me013 | Uh - huh .
[46:50] me013 | Mm - hmm .
"[46:53] me013 | And and you and you train it up entirely from , uh , nonspeech sections in the test ?"
[47:08] me013 | Yeah .
"[47:09] fn002 | uh , the compensation of the dictionary o one time using the the noise at the f"
[47:19] me013 | Mm - hmm .
[47:20] me013 | Yeah .
[47:24] fn002 | all the sentences .
[47:58] me013 | Mm - hmm .
"[47:59] fn002 | This is one . Eh , this is the composition of the dictionary ."
[48:02] me013 | Mm - hmm .
[48:13] me013 | Mm - hmm .
[48:27] fn002 | the estimation of the clean speech
[48:29] me013 | Mm - hmm .
[48:30] fn002 | is equal at an expected value of
[48:40] fn002 | the probability f of the the statistic of the clean speech and the statistic of the noise .
[48:46] me013 | Mm - hmm .
[48:49] me013 | Mm - hmm .
[48:52] fn002 | And we can put that this is equal to the estimated value of E minus a function
"[49:10] fn002 | the term after develop this , the term that we we take ."
"[49:19] fn002 | Give PX and , uh , P the noise ."
"[50:16] me013 | No , no . I 'm sorry . In in the one you pointed at . What 's that variable ?"
[50:18] fn002 | v
"[50:23] fn002 | like this , but conditional . No , it 's condition it 's not exactly this . It 's"
[50:24] mn007 | It 's one mixture of the model . Right ?
"[50:30] fn002 | Uh , if we have clean speech we have the dictionary for the clean speech , we have a"
[50:36] fn002 | probability f of our our weight for each Gaussian .
"[50:41] fn002 | No . And now , this weight is different now because it 's conditional . And"
[50:41] me013 | OK .
[50:45] me013 | Yes .
[50:46] fn002 | this I need to to calcu I know this and I know this because this is from the dictionary that you have .
[50:49] me013 | Uh - huh .
[50:52] me013 | Uh - huh .
"[50:53] fn002 | I need to calculate this . And for calculate this ,"
[50:54] me013 | Yes .
[51:41] fn002 | that .
"[51:42] fn002 | I can calculate I can I calculated this value ,"
"[51:47] fn002 | uh , with the statistic of the noisy speech that I calculated before with the VTS approximation ."
[51:55] me013 | Mm - hmm .
[51:59] fn002 | And I know everything .
"[52:02] fn002 | Uh , with the ,"
[52:14] fn002 | calculate the mean and the variance
[52:18] fn002 | of the for each of the Gaussian of the dictionary for the noisy speech .
[52:26] fn002 | Now .
[52:26] fn002 | And this is fixed .
[52:27] me013 | Mm - hmm .
"[52:27] fn002 | If I never do an estimat a newer estimation of the noise , this mean as mean and the variance are fixed ."
[52:35] me013 | Mm - hmm .
"[52:35] fn002 | And for each s uh , frame of the speech the only thing that I need to do is to calculate this"
[52:43] fn002 | in order to calculate
[52:45] fn002 | the estimation of the clean speech given our noisy speech .
[52:54] me013 | @ @
"[52:55] me013 | Are you saying that all of these estimates are done using , um ,"
[53:02] me013 | estimates of the probability density for the noise that are calculated only from the first ten frames ?
[53:09] fn002 | Yeah .
[53:09] me013 | And never change throughout anything else ?
[53:11] fn002 | Never cha This is one of the approximations that I am doing .
"[53:14] me013 | Per per per utterance , or per ?"
[53:17] me013 | Per utterance . OK .
[53:23] fn002 | Yeah .
"[53:24] fn002 | Yeah . It 's fixed , the dictionary . And the other estimation is when I do the uh on - line estimation , I change the means and variance of th for the noisy speech"
[53:25] me013 | OK .
[53:26] me013 | OK .
[53:35] me013 | Yeah ?
[53:40] me013 | Mm - hmm .
[53:43] fn002 | I do it uh again this
[53:48] fn002 | Estimate the new mean and the variance of the noisy speech . And with th with this new s new mean and variance I estimate again this .
"[54:04] me013 | Uh , or is there some adaptation ?"
[54:12] me013 | OK .
"[54:26] me013 | Yeah . I mean , I know you don't have a lot of data to estimate with , but but , uh ,"
[54:36] fn002 | I estimate mean and variance for each one of the Gaussian of the codebook .
"[54:43] me013 | No , I 'm talking about the noise ."
"[54:44] fn002 | Oh , um . Well , only one I am only using only one . I don't know i"
[54:45] me013 | There 's only one Gaussian .
[54:48] me013 | Right .
[55:02] me013 | So this is twenty or something ? Twenty ?
[55:03] fn002 | Twenty - three .
[55:05] me013 | So it 's Yeah . So it 's actually forty numbers that you 're getting .
"[55:12] fn002 | Uh , the original paper say that only one Gaussian for the noise ."
"[55:20] fn002 | Yeah , maybe isn't the right thing ."
"[55:24] fn002 | Yeah , yeah , yeah ."
"[55:33] me013 | So , suppose you did This is almost cheating . It certainly isn't real - time . But if y suppose you use the real boundaries that that you were in fact were given"
[55:43] me013 | or I I guess we 're gonna be given even better boundaries than that .
"[55:46] me013 | And you look you take all o all of the nonspeech components in an utterance , so you have a fair amount ."
[55:57] fn002 | Maybe .
"[56:05] me013 | based on the fact that you have poor boundaries for the , uh , uh , nonspeech ?"
[56:15] me013 | could you do better if you used more parameters to characterize the noise ?
[56:20] me013 | Um .
"[56:30] me013 | Um , if you do a second term does it get too complicated cuz of the nonlinearity ?"
[56:34] fn002 | Yeah . It 's quite complicated .
"[56:47] me013 | Yeah . No , it 's interesting . Uh , w we haven't had anybody work with it before , so it 's interesting to get your get your feedback about it ."
[56:57] fn002 | statistic approximation to remove the noise .
[57:01] fn002 | I don't know .
[57:02] me013 | Right .
[57:04] me018 | Great .
"[57:12] me018 | Uh , we ran out there were some blanks in there , so not everybody will be reading digits . But , um ,"
[57:19] me013 | I have some .
"[57:20] me018 | So , why don't you go ahead and start . And I think it 's just us down here at this end that have them . So ."
[57:22] mn052 | S
"[57:25] me013 | Uh , OK ."
"[57:25] mn052 | S so , we switch off with this or n ?"
[57:26] me018 | Whenever you 're ready .
[57:29] mn052 | No . OK .
"[57:30] me013 | They prefer to have them on just so that they 're continuing to get the distant , uh , information ."
[57:31] me018 | Yeah .
[57:33] mn052 | OK . OK .
[00:26] me018 | OK .
[00:27] me013 | OK . S
