[00:08] me013 | OK .
"[32:03] me013 | um ,"
"[32:05] me013 | that is ,"
"[32:06] me013 | um ,"
"[32:07] me013 | trying to figure out what we can proceed forward with to make the greatest progress ,"
[32:11] mn007 | Mm - hmm .
"[32:11] me013 | uh , much as I said with JRASTA , even though I really like JRASTA and I really like MSG ,"
[32:17] mn007 | Mm - hmm .
"[32:17] me013 | I think it 's kind of in category that it 's , it it may be complicated ."
[32:21] mn007 | Yeah .
"[32:22] me013 | And uh it might be if someone 's interested in it , uh , certainly encourage anybody to look into it in the longer term ,"
"[32:29] me013 | once we get out of this particular rush uh for results . But in the short term , unless you have some some s strong idea of what 's wrong ,"
[32:30] mn007 | Mm - hmm .
[32:36] mn007 | I don't know at all but
[32:41] mn007 | quite simple or
"[32:43] me013 | Yeah , probably ."
"[32:43] mn007 | just like nnn ,"
[32:48] mn007 | Mmm .
[32:50] mn007 | Yeah . My But I don't know .
"[32:50] me013 | There 's supposed to well MSG is supposed to have a an on - line normalization though , right ?"
"[32:56] mn007 | There is , yeah , an AGC - kind of AGC ."
[32:59] mn007 | Yeah .
"[32:59] me013 | Yeah , but also there 's an on - line norm besides the AGC , there 's an on - line normalization that 's supposed to be uh ,"
[33:03] mn007 | Yeah .
[33:04] mn007 | Yeah .
"[33:05] me013 | yeah ,"
[33:06] mn007 | Mmm .
[33:07] me013 | taking out means and variances and so forth . So .
[33:10] mn007 | Yeah .
[33:15] mn007 | Um .
[33:19] mn007 | Yeah .
[33:20] mn007 | But this was the bad on - line normalization .
[33:22] mn007 | Actually .
[33:26] fn002 | No ?
[33:26] fn002 | With the better No ?
[33:27] mn007 | With the O - OLN - two ?
[33:29] me013 | Yes .
"[33:29] me013 | "" On - line - two "" is good ."
"[33:31] fn002 | Oh ! Yeah , yeah , yeah ! With "" two "" , with "" on - line - two "" . Yeah , yeah , yeah ."
"[33:32] mn007 | you have OLN - two , yeah ."
"[33:35] mn007 | So it 's , is the good yeah ."
"[33:35] fn002 | Yep ,"
"[33:36] me013 | "" Two "" is good ?"
[33:36] fn002 | it 's a good .
"[33:37] me013 | No , "" two "" is bad ."
[33:38] mn007 | Yeah .
[33:38] me013 | OK .
"[33:38] fn002 | Well , actually , it 's good with the ch with the good ."
"[33:41] me013 | Yeah . So Yeah , I I agree . It 's probably something simple"
"[33:45] me013 | uh , i if if uh someone , you know ,"
"[33:48] me013 | uh , wants to play with it for a little bit . I mean ,"
[33:50] mn007 | Mmm .
[33:52] me013 | but my my guess would be
[33:54] me013 | that it 's something that is a simple thing that could take a while to find .
"[34:02] me013 | And the other the results uh , observations two and three ,"
[34:04] mn007 | Mmm .
[34:17] me013 | If it 's on the target task then it it it helps
[34:20] me013 | to have the MLP transforming it .
[34:22] mn007 | Mmm .
"[34:23] me013 | If it uh if it 's not on the target task ,"
"[34:25] me013 | then , depending on how different it is ,"
"[34:28] me013 | uh you can get uh , a reduction in performance ."
[34:30] mn007 | Mmm .
[34:33] me013 | how to get one and not the other ? Or how to how to ameliorate
[34:36] me013 | the the problems .
[34:37] mn007 | Mmm .
"[34:38] me013 | Um , because it it certainly does is nice to have in there , when it when there is something like the"
[34:45] mn007 | Mm - hmm .
[34:45] me013 | training data .
[34:49] mn007 | Um .
"[34:51] mn007 | Yeah . So , the the reason Yeah , the reason is that the perhaps the target the the task dependency the language dependency ,"
[34:52] me013 | So that 's what you say th there . I see .
"[35:02] mn007 | Well ,"
"[35:02] mn007 | the e e But this is still not clear because ,"
"[35:06] mn007 | um ,"
[35:08] mn007 | I I I don't think we have enough result to
"[35:12] mn007 | talk about the the language dependency . Well ,"
[35:14] mn007 | the TIMIT network is still the best but
"[35:17] mn007 | there is also an the other difference , the fact that it 's it 's hand - labeled ."
"[35:22] me034 | Sorry , I 'm very late , uh ,"
"[35:26] me013 | Um , just you can just sit here ."
"[35:33] me013 | Just uh , have a seat ."
[35:38] me013 | Um .
[35:39] me013 | s Summary of the
"[35:41] me013 | first uh , uh forty - five minutes is that some stuff work and works , and some stuff doesn't"
[35:52] mn007 | One of these perhaps ? Mm - hmm .
[35:52] fn002 | Yeah .
"[35:57] me013 | I think if you if you start off with the other one ,"
"[36:00] me013 | actually , that sort of has it in words and then th that has it the associated results . OK ."
"[36:08] me013 | So you 're saying that um ,"
"[36:09] me013 | um , although"
"[36:10] me013 | from what we see , yes there 's what you would expect in terms of a language dependency and a noise dependency . That is ,"
"[36:16] me013 | uh , when the neural net is trained on"
"[36:19] me013 | one of those and tested on something different , we don't do as well as in the target thing . But you 're saying"
[36:23] mn007 | Mm - hmm .
"[36:26] me013 | Although that general thing is observable so far ,"
[36:30] me013 | there 's something you 're not completely convinced about . And and what is that ?
"[36:34] me013 | I mean , you say "" not clear yet "" . What what do you mean ?"
"[36:37] mn007 | Uh ,"
"[36:38] mn007 | I mean , that the the fact that s Well , for for TI - digits the TIMIT net is the best ,"
[36:44] mn007 | which is the English net .
[36:45] me013 | Mm - hmm .
[36:46] mn007 | But the other are slightly worse . But
"[36:51] mn007 | you have two two effects , the effect of changing language and the effect of training on something that 's Viterbi - aligned instead of hand hand - labeled ."
[36:56] fn002 | Yeah .
[36:59] mn007 | So .
[37:00] mn007 | Um .
[37:04] mn007 | Yeah .
[37:07] me013 | Do you think the alignments are bad ?
"[37:08] me013 | I mean , have you looked at the alignments at all ? What the Viterbi alignment 's doing ?"
[37:10] mn007 | Mmm .
[37:14] mn007 | I don't I don't know .
[37:17] mn007 | Did - did you look at the Spanish alignments Carmen ?
"[37:20] fn002 | Mmm , no ."
"[37:21] me013 | Might be interesting to look at it . @ @ Because , I mean ,"
[37:25] me013 | that is just looking but
"[37:26] me013 | um ,"
[37:30] me013 | It 's not
[37:36] mn007 | Mm - hmm .
[37:37] me013 | that the the engine is that 's doing the alignment .
[37:39] mn007 | Yeah . But Yeah .
"[37:42] mn007 | But , perhaps it 's not"
[37:44] mn007 | really the the alignment that 's bad but the just the ph phoneme string
[37:53] fn002 | Yeah . @ @
[37:53] me013 | The pronunciation models and so forth
"[37:55] mn007 | We It 's single pronunciation ,"
[37:57] me013 | Aha .
[37:58] me013 | I see .
[37:58] mn007 | French French s
"[38:00] mn007 | uh , phoneme strings were corrected manually so"
[38:06] mn007 | the sentence
[38:07] mn007 | and we gave the phoneme string and they
[38:09] mn007 | kind of correct them .
"[38:12] mn007 | But still ,"
[38:13] mn007 | @ @
[38:18] mn007 | in the ph
[38:19] mn007 | string of phonemes .
[38:21] mn007 | Mmm .
[38:24] mn007 | Um .
"[38:26] mn007 | Yeah , so this is not really the Viterbi alignment , in fact , yeah ."
"[38:30] mn007 | Um , the third The third uh issue is the noise dependency perhaps"
"[38:36] mn007 | but , well , this is not clear yet because"
[38:43] mn007 | Mmm .
[38:47] mn007 | Yeah .
[38:48] mn007 | So Yeah .
[38:49] mn007 | Yeah .
[38:54] mn007 | Mmm .
"[38:56] me013 | OK , yeah , just don't just need more more results there with that @ @ ."
[38:58] mn007 | Yeah .
[39:00] mn007 | Um .
[39:03] mn007 | So .
"[39:04] mn007 | Uh , from these results we have some questions with answers ."
[39:07] mn007 | What should be the network input ?
"[39:10] mn007 | Um , PLP work as well as MFCC , I mean ."
[39:15] mn007 | Um .
[39:16] mn007 | But it seems impor important to use the delta .
"[39:20] mn007 | Uh , with respect to the network size ,"
"[39:23] mn007 | there 's one experiment that 's still running and we should have the result today ,"
[39:28] mn007 | comparing network with five hundred and one thousand units .
"[39:32] mn007 | So ,"
[39:37] me013 | Hm - hmm .
"[39:37] mn007 | Uh , the training set , well ,"
"[39:39] mn007 | some kind of answer . We can , we can tell which training set gives the best result ,"
[39:45] mn007 | we don't know exactly why .
"[39:48] mn007 | Uh , so ."
"[39:49] me013 | Right , I mean the multi - English"
[39:51] me013 | so far is is the best .
[39:53] mn007 | Yeah .
"[39:53] me013 | "" Multi - multi - English "" just means "" TIMIT "" , right ?"
[39:55] mn007 | Yeah .
[39:55] fn002 | Yeah .
[39:56] me013 | So uh
[40:05] mn007 | Mmm .
[40:06] mn007 | Mm - hmm .
[40:08] mn007 | Then uh
[40:09] me013 | OK .
[40:09] mn007 | some questions without answers .
"[40:12] mn007 | Uh ,"
"[40:13] mn007 | training set ,"
"[40:15] mn007 | um ,"
[40:17] me013 | Uh - huh .
"[40:20] me013 | I like that . The training set is both questions , with answers and without answers . It 's sort of , yes it 's mul it 's multi - uh - purpose . OK ."
[40:22] mn007 | It 's Yeah .
"[40:27] mn007 | Uh ,"
"[40:31] mn007 | Yeah , the training targets actually , the two of the main issues perhaps are still the language dependency"
[40:36] mn007 | and the noise dependency . And
"[40:39] mn007 | perhaps to try to reduce the language dependency ,"
[40:41] mn007 | we should focus on
[40:43] mn007 | finding
[40:44] mn007 | some other kind of training targets .
[40:46] me013 | Mm - hmm .
[40:47] mn007 | And labeling s labeling seems important
"[40:50] mn007 | uh , because of TIMIT results ."
[40:52] me013 | Mm - hmm .
"[40:59] mn007 | and perhaps even , um"
[41:02] mn007 | use networks that doesn't do classification but just regression so
"[41:07] mn007 | uh , train to have neural networks that"
"[41:09] mn007 | um ,"
"[41:12] mn007 | um ,"
[41:14] me013 | Mm - hmm .
"[41:14] mn007 | uh , does a regression"
[41:16] mn007 | and
"[41:17] mn007 | well ,"
[41:18] mn007 | basically com com compute features
"[41:21] mn007 | and noit not , nnn ,"
"[41:22] mn007 | features without noise . I mean uh ,"
[41:26] mn007 | in other features that are not noisy .
[41:28] mn007 | But continuous features . Not uh
[41:30] me013 | Mm - hmm .
"[41:32] mn007 | uh , hard targets ."
[41:34] me013 | Mm - hmm .
"[41:35] me013 | Yeah , that seems like a good thing to do , probably , uh ,"
[41:40] me013 | not uh again a short - term
[41:42] mn007 | Yeah .
[41:42] me013 | sort of thing .
[41:43] me013 | I mean one of the things about that is that
[41:46] me013 | um
[41:50] me013 | e u the ri I guess the major risk you have there of being is being dependent on very dependent on the kind of noise and and so forth .
[41:56] mn007 | Yeah . f
"[41:57] mn007 | But , yeah ."
[41:57] me013 | Uh .
"[41:58] mn007 | So , this is w w"
[41:58] me013 | But it 's another thing to try .
[41:59] mn007 | i wa wa
[42:04] mn007 | and for the noise part um
"[42:07] mn007 | we could combine this with other approaches , like , well , the Kleinschmidt approach ."
[42:12] mn007 | So the d the idea of
[42:14] mn007 | putting all the noise that we can find inside a database .
[42:17] me013 | Mm - hmm .
[42:17] fn002 | Yeah .
"[42:17] mn007 | I think Kleinschmidt was using more than fifty different noises to train his network ,"
[42:23] mn007 | So this is one approach
[42:26] me013 | Mm - hmm .
[42:26] mn007 | and the other is multi - band
[42:27] me013 | Mm - hmm .
"[42:28] mn007 | uh , that I think is more robust to the noisy changes ."
"[42:32] mn007 | So perhaps ,"
[42:33] mn007 | I think something like multi - band trained on a lot of noises
[42:42] mn007 | could could help .
"[42:45] me013 | I mean w yeah , one one fantasy would be you have something like articulatory targets"
[42:50] me013 | and you have um
"[42:52] me013 | some reasonable database , um"
[42:59] mn007 | Mm - hmm .
"[43:05] me013 | a core , reasonable feature set which is then gonna be used"
"[43:08] me013 | uh , by the the uh HMM system . So ."
[43:11] mn007 | Mm - hmm .
"[43:13] me013 | Yeah , OK ."
"[43:16] mn007 | So ,"
"[43:17] mn007 | um ,"
"[43:18] mn007 | yeah . The future work is , well , try to connect to the to make to plug in the system to the OGI"
[43:29] mn007 | system .
"[43:31] mn007 | Um , there are still open"
"[43:33] mn007 | questions there , where to put the MLP"
[43:34] me013 | Mm - hmm .
[43:35] mn007 | basically .
[43:38] mn007 | Um .
"[43:40] me013 | And I guess , you know , the the the real open question ,"
"[43:43] me013 | I mean , e u there 's lots of open questions , but one of the core quote "" open questions "" for that is um ,"
"[43:49] me013 | um , if we take"
[43:56] mn007 | Mm - hmm .
[43:56] me013 | You want the most promising group from these other experiments .
"[44:00] me013 | Um , how well do they do over a range of these different tests , not just the Italian ?"
"[44:05] mn007 | Mmm , Yeah , yeah ."
"[44:15] me013 | a a loss in performance when the neural net is trained on conditions that are different than than , uh"
"[44:21] me013 | we 're gonna test on , but"
"[44:23] me013 | well , if you look over a range of these different tests"
"[44:26] me013 | um , how well do these different ways of combining the straight features with the MLP features , uh stand up"
[44:32] me013 | over that range ?
[44:33] fn002 | Mm - hmm .
[44:36] me013 | the real question .
"[44:38] me013 | So if you just take PLP with uh , the double - deltas ."
[44:42] me013 | Assume that 's the p the feature .
[44:44] me013 | look at these different ways of combining it .
"[44:46] me013 | And uh , take let 's say , just take uh"
[44:49] me013 | multi - English cause that works pretty well for the training .
[44:51] mn007 | Mm - hmm .
"[44:58] mn007 | So all the all the test sets you mean , yeah ."
[45:00] fn002 | Yeah .
"[45:00] me013 | All the different test sets ,"
[45:02] me013 | and for and for the couple different ways that you have of of of combining them .
[45:07] mn007 | Yeah .
"[45:07] me013 | Um . How well do they stand up ,"
[45:11] fn002 | Mm - hmm .
[45:11] mn007 | Mmm .
"[45:16] me013 | That 's another possibility if you have time , yeah ."
[45:18] me013 | Yeah .
[45:21] mn007 | Um .
[45:22] me013 | @ @
"[45:23] mn007 | Yeah , so thi this sh"
[45:24] mn007 | would be more working on
[45:27] mn007 | the MLP as an additional path
[45:29] mn007 | instead of an insert to the to their diagram .
[45:33] mn007 | Cuz Yeah . Perhaps the insert
[45:36] mn007 | idea is kind of strange because
"[45:39] mn007 | nnn , they they make LDA"
"[45:41] mn007 | and then we will again add a network does discriminate anal nnn ,"
[45:45] me013 | Yeah . It 's a little strange but on the other hand they
"[45:45] mn007 | that discriminates , or ?"
[45:46] mn007 | Mmm ?
[45:48] me013 | did it before .
[45:50] mn007 | Mmm . And and and yeah . And because also perhaps we know that
[45:54] mn007 | the when we have very good features the MLP doesn't help .
[45:57] mn007 | So . I don't know .
"[46:04] me013 | So . Uh , we we wanna get their path"
"[46:06] me013 | running here , right ? If so , we can add this other stuff ."
[46:11] me013 | as an additional path right ?
[46:14] me013 | Cuz they 're doing LDA RASTA .
[46:17] mn007 | The d What ?
"[46:18] me013 | They 're doing LDA RASTA , yeah ?"
"[46:20] mn007 | Yeah , the way we want to do it perhaps is to just to get the VAD labels and the final features ."
"[46:28] mn007 | So they will send us the Well ,"
"[46:30] mn007 | provide us with the feature files ,"
[46:32] me013 | I see .
"[46:33] mn007 | and with VAD uh , binary labels so that we can"
"[46:41] mn007 | uh ,"
[46:42] mn007 | get our MLP features
[46:45] mn007 | and filter them with the VAD and then combine them with
[46:49] mn007 | their f feature stream .
[46:50] me013 | I see . So we So . First thing of course we 'd wanna do there is to make sure that when we get those labels of final features is that we get the same results as them .
[46:51] mn007 | So .
[46:51] mn007 | @ @
[46:58] me013 | Without putting in a second path .
[47:00] mn007 | Uh .
"[47:02] mn007 | You mean Oh , yeah ! Just re re retraining r"
[47:05] me013 | Yeah just th w i i
[47:06] mn007 | retraining the HTK ?
"[47:07] me013 | Just to make sure that we have we understand properly what things are , our very first thing to do is to is to double check that we get the exact same results as them on HTK ."
[47:08] mn007 | Oh yeah . @ @
"[47:14] mn007 | Yeah , OK . Mmm ."
"[47:15] me013 | Uh , I mean , I don't know that we need to r"
[47:16] fn002 | Yeah .
[47:16] mn007 | Yeah .
"[47:25] me013 | But ,"
[47:25] me013 | uh just
"[47:27] me013 | for the testing ,"
[47:29] mn007 | Mmm .
[47:31] mn007 | OK .
"[47:33] me013 | Cuz otherwise , you know , we won't know what things mean ."
"[47:34] mn007 | Oh , yeah . OK ."
[47:36] mn007 | And um .
"[47:39] mn007 | Yeah , so fff , LogRASTA , I don't know if we"
[47:46] mn007 | networks
[47:47] mn007 | with LogRASTA filtered features .
[47:50] me013 | Maybe .
[47:51] mn007 | Mmm .
[47:53] me034 | Would you be using on - line normalization with that ?
[47:56] mn007 | I 'm sorry ?
[47:57] me034 | Would you be using on - line normalization with LogRASTA - PLP ?
[48:04] mn007 | Yeah .
"[48:05] me013 | Oh ! You know , the other thing is when you say comb"
"[48:07] me013 | I 'm I 'm sorry , I 'm interrupting . that u Um ,"
"[48:10] me013 | uh , when you 're talking about combining multiple features ,"
"[48:13] me013 | Suppose we said , "" OK , we 've got these different features and so forth , but PLP seems pretty good . """
[48:19] me013 | If we take the approach that Mike did
[48:30] me013 | Um If we
[48:32] me013 | have some drastically different conditions and we just train up different M L Ps with them .
[48:37] mn007 | Mm - hmm .
[48:39] me013 | put them together .
"[48:43] me013 | I mean , who knows if it 'll work for these other ones ."
[48:45] me013 | That you did have nice interpolative effects .
"[48:48] me013 | That is , that"
"[48:49] me013 | yes , if you knew what the reverberation condition was gonna be"
"[48:53] me013 | and you trained for that , then you got"
"[48:55] me013 | the best results . But if you had , say , a heavily - reverberation ca heavy - reverberation case and a no - reverberation case ,"
[48:55] mn007 | Mm - hmm .
"[49:02] me013 | uh , and then you fed the thing , uh"
[49:12] me034 | Yeah .
[49:13] me013 | Yeah .
"[49:13] me034 | Um . It also seems like whe if you try to train , like , a single MLP with too much noise ,"
"[49:19] me034 | um ,"
[49:20] me034 | you 'll get some nice interval of power for unseen cases but
"[49:23] me034 | um but any unmatched cases it 'll start , um , interfering ."
[49:27] mn007 | Yeah .
[49:27] mn007 | So you you think it 's perhaps better to have several M L Ps ?
"[49:32] me034 | Well , it 's easier ."
"[49:33] me034 | Um , that way you can turn things off @ @ turn things on ."
[49:38] mn007 | Mmm .
[49:45] me034 | It 's a nonlinear kind of merging of the features .
"[49:53] me034 | Uh , well , in general nonlinear mergings seems to work a little better then just the straight linear coefficients , but um"
[50:00] me034 | it just means it 's you have to have bigger nets and
"[50:03] me034 | more training time , and if you want to turn things off"
[50:05] me034 | um that 's harder to do .
[50:07] me013 | I see .
"[50:14] me013 | You were doing something that was in way a little better behaved . You had reverb for a single variable which was re uh , uh , reverberation ."
[50:22] me013 | a hug a really huge net
[50:24] me013 | with a really huge amount of training data .
"[50:27] me013 | But we have s f for this kind of task , I would think , sort of a modest amount . I mean , a million frames actually isn't that much ."
[50:33] me013 | We have a modest amount of of uh training data
"[50:37] me013 | from a couple different conditions ,"
[50:41] me013 | and the real situation is that there 's enormous variability
[50:45] me013 | that we anticipate in the test set
[50:54] me013 | sort of all over the map . A bunch of different dimensions .
"[50:57] me013 | And so , I 'm just concerned that"
"[50:59] me013 | we don't really have um ,"
[51:03] me013 | the data to train up I mean
[51:08] me013 | we still don't have a good
"[51:10] me013 | explanation for this , but"
"[51:12] me013 | we are seeing that we 're adding in uh , a fe few different databases"
[51:17] me013 | and uh the performance is getting worse
"[51:21] me013 | and uh ,"
"[51:22] me013 | when we just take one of those databases that 's a pretty good one , it actually is is is is is better ."
"[51:28] me013 | And uh that says to me , yes , that , you know , there might be some problems with the pronunciation models that some of the databases we 're adding in or something like that . But one way or another we don't have"
"[51:38] me013 | uh , seemingly , the ability to represent , in the neural net of the size that we have ,"
"[51:45] me013 | um , all of the variability that we 're gonna be covering ."
"[51:49] me013 | So that I 'm I 'm I 'm hoping that um ,"
"[51:54] me013 | this is another take on the efficiency argument you 're making , which is I 'm hoping that with moderate size neural nets ,"
"[51:59] me013 | uh , that uh if we if they look at"
[52:02] me013 | more constrained conditions they they 'll have enough parameters to really represent them .
"[52:12] me034 | on too much too many conditions then it 'll do good on none of them ,"
[52:17] me034 | but it 'll start doing something else .
"[52:20] me034 | Which means , if you have something"
[52:20] me013 | Mm - hmm .
[52:22] me034 | else in there it 'll be nicer @ @ I 'm not sure @ @
[52:27] me013 | Mm - hmm .
[52:30] me034 | I also have some some a new theory on why
[52:35] me034 | um LogRASTA - PLP uh PLP with on - line normalization might be
[52:40] me034 | a little bit better than LogRASTA - PLP with on - line normalization .
[52:44] me034 | It has to do with certain distribution characteristics .
"[52:48] me034 | But if you take away the on - line normalization , LogRASTA seems to do better than PLP but not in all cases ."
[52:53] me013 | Yeah .
[52:58] me034 | Um .
"[52:59] me034 | not so much not right , but it if you throw in the on - line normalization then it might not be necessary to use the LogRASTA - PLP ."
[53:06] mn007 | Yeah .
[53:06] me013 | Yeah .
[53:09] mn007 | But Yeah . Mm - hmm .
[53:10] me013 | Yeah .
[53:12] me013 | i i e
[53:13] me013 | The um I think it 's true that the OGI folk found
"[53:18] me013 | that using LDA RASTA , which is"
"[53:24] me013 | I mean it 's done in the log domain , as I recall , and it 's it uh it 's just that they d it 's trained up , right ?"
[53:25] mn007 | Mm - hmm .
[53:29] me013 | That that
[53:31] me013 | um
[53:34] me013 | benefitted from on - line normalization .
"[53:37] me013 | So they did At least in their case ,"
[53:40] me013 | it did seem to
[53:42] me013 | be somewhat complimentary .
"[53:44] me013 | So will it be in our case , where we 're using the neural net ? I mean they they were not not using the neural net ."
[53:50] me013 | Uh
[53:51] me013 | I don't know .
"[53:55] me013 | OK , so the other things you have here are uh , trying to improve"
[54:02] me013 | results from a single Yeah . Make stuff better .
"[54:08] me013 | Yeah . And CPU memory issues . Yeah . We 've been sort of ignoring that , haven't we ?"
"[54:14] me013 | Yeah , but I li"
"[54:24] me013 | uh , there was a a a a strict"
"[54:28] me013 | constraint on the delay ,"
[54:30] fn002 | Yeah .
[54:30] me013 | but beyond that it was kind of that
[54:34] me013 | uh
"[54:38] me013 | using less CPU was better . Something like that , right ?"
"[54:40] mn007 | Yeah , but Yeah ."
"[54:45] mn007 | So , yeah , but we 've I don't know . We have to"
[54:49] mn007 | get some reference point to
"[54:51] mn007 | where we Well ,"
[54:53] mn007 | what 's
[54:54] mn007 | a reasonable number ?
"[55:11] me013 | Uh , I mean"
[55:12] me013 | the
[55:20] me013 | I mean we may find that we we 're not really gonna worry about the M L P .
"[55:24] me013 | You know , if the MLP ultimately , after all is said and done , doesn't really help then we won't have it in ."
[55:28] mn007 | Mmm .
"[55:29] me013 | If the MLP does , we find , help us enough in some conditions ,"
"[55:33] me013 | uh , we might even have more than one MLP ."
"[55:36] me013 | We could simply say that is uh , done on the uh , server ."
[55:40] mn007 | Mmm .
[55:43] me013 | We do the other manipulations that we 're doing before that .
"[55:47] me013 | So , I I I think I think that 's that 's OK ."
[55:52] mn007 | And Yeah .
"[55:54] me013 | So I think the key thing was um ,"
[55:57] me013 | this plug into OGI .
"[56:00] me013 | Um , what what are they What are they gonna be working Do we know what they 're gonna be working on"
[56:05] me013 | while we take their
"[56:08] me013 | features , and ?"
"[56:17] mn007 | This that was Pratibha . Sunil , what was he doing , do you remember ?"
[56:21] fn002 | Sunil ?
[56:22] mn007 | Yeah .
[56:25] fn002 | I I don't re I didn't remember .
[56:27] mn007 | I don't think so .
[56:30] mn007 | Trying to tune wha networks ?
[56:30] fn002 | neural network .
"[56:32] fn002 | Yeah , I think so ."
"[56:33] mn007 | I think they were also mainly , well ,"
[56:45] mn007 | just
[56:46] fn002 | Yeah .
[56:47] mn007 | trying to get the best from this this architecture .
[56:50] mn007 | Mmm .
[56:50] mn007 | Mm - hmm .
"[56:53] me013 | There 'd be some point where you say , "" OK , this is their version - one "" or whatever ,"
"[56:57] me013 | and we get these VAD labels and features and so forth for all these test sets from them ,"
"[57:02] me013 | and then um ,"
"[57:05] me013 | uh , that 's what we work with . We have a certain level we try to improve it with this other path"
"[57:10] me013 | and then um ,"
"[57:12] me013 | uh , when it gets to be uh ,"
[57:14] me013 | January
"[57:16] me013 | some point uh ,"
[57:27] me013 | And then maybe they 'll have something that 's better and then we we 'd combine it .
[57:30] me013 | This is always hard . I mean I I I used to work with uh
[57:34] me013 | folks who were trying to improve a good
"[57:36] me013 | uh , HMM system with uh with a neural net system"
"[57:44] me013 | Oh , and this Actually , this is true not just for neural nets but just for in general if people were working with uh , rescoring"
[57:57] me013 | the other site at one point and you work really hard on making it better with rescoring .
"[58:02] me013 | But they 're working really hard , too ."
"[58:04] me013 | So by the time you have uh , improved their score ,"
[58:06] mn007 | Mmm .
[58:12] mn007 | Yeah .
"[58:28] me013 | What takes all the time here is that th we 're trying so many things , presumably"
[58:28] mn007 | Mmm .
"[58:31] me013 | uh , in a in a day we could turn around uh , taking a new set of things from them and and rescoring it , right ? So ."
[58:36] mn007 | Mmm .
[58:37] mn007 | Yeah .
"[58:39] mn007 | Yeah , perhaps we could ."
[58:40] me013 | Yeah .
"[58:42] me013 | Well , OK . No , this is I think this is good . I think that the most wide open thing is the issues about the"
"[58:48] me013 | uh , you know ,"
"[58:51] me013 | different trainings . You know , da training targets and"
[58:55] mn007 | Mmm .
[58:55] me013 | noises and so forth . That 's sort of wide open .
"[58:57] mn007 | So we we can for we c we can forget combining multiple features and MLG perhaps , or"
"[59:16] me013 | And um , I think that there is ultimately a really good"
"[59:21] me013 | uh , potential for , you know , bringing in things with different temporal properties ."
"[59:26] me013 | Um , but um ,"
"[59:30] me013 | uh ,"
[59:31] me013 | we only have limited time and there 's a lot of other things we have to look at . And it seems like much more core questions are issues about the training set
[59:34] mn007 | Mmm .
"[59:39] me013 | and the training targets ,"
[59:41] me013 | and fitting in uh
"[59:44] me013 | what we 're doing with what they 're doing , and , you know , with limited time ."
[59:50] mn007 | Mmm .
"[59:53] me013 | I think so , yeah ."
"[59:58] me013 | Um ,"
"[59:58] me013 | having gone through this process and trying many different things , I would imagine that"
"[00:04] me013 | certain things uh , come up that you are curious about uh , that you 'd not getting to and so when the"
"[00:11] me013 | dust settles from the evaluation uh , I think that would time to go back and take whatever"
"[00:16] me013 | intrigued you most , you know , got you most interested uh and uh and and work with it , you know , for the next round ."
[00:23] me013 | @ @
"[00:25] me013 | Uh , as you can tell from these numbers uh , nothing that any of us is gonna do is actually gonna completely solve the problem . So ."
[00:30] mn007 | Mmm .
"[00:37] me013 | Barry , you 've been pretty quiet ."
[00:38] me013 | @ @
[00:43] me013 | That what what what were you involved in in this primarily ?
"[00:47] me006 | Um , helping out uh , preparing Well , they 've been kind of running all the experiments and stuff and"
"[00:54] me006 | I 've been uh , uh w doing some work on the on the preparing all all the data for them to to um , train and to test on ."
[01:06] me006 | Um
"[01:07] me006 | Yeah . Right now , I 'm I 'm focusing mainly on this final project I 'm working on in Jordan 's class ."
[01:13] me013 | Ah ! I see . Right . What 's what 's that ?
[01:14] me006 | Yeah .
[01:21] me006 | So there was a paper in ICSLP about um this this
[01:28] me013 | Mm - hmm .
[01:35] me013 | Uh - huh .
[01:37] me006 | And so I wanna try try coupling them instead of t having an arrow that that flows from one sub - band to another sub - band . I wanna try having the arrows go both ways .
"[01:49] me006 | And um , I 'm just gonna see if if that that better models um , uh"
[01:57] me006 | asynchrony in any way or um Yeah .
[01:59] me013 | Oh ! OK .
"[02:02] me013 | Well , that sounds interesting ."
[02:03] me006 | Yeah .
[02:04] me013 | OK .
"[02:11] me013 | Silent partner in the in the meeting . Oh , we got a laugh out of him , that 's good ."
[02:25] me013 | You happy with where we are ? Know know wher know where we 're going ?
[02:27] mn007 | Mmm .
"[02:30] me013 | Yeah , yeah . You you happy ?"
[02:31] fn002 | Mmm .
[02:32] me013 | You 're happy . OK everyone should be happy .
[02:34] me013 | OK .
[02:38] me034 | @ @ .
"[02:38] me013 | Yeah , yeah . OK ."
"[02:41] me026 | Al - actually I should mention So if um , about the Linux machine "" Swede . "" So it looks like the um , neural net tools are installed there . And um"
[02:46] me013 | Yeah .
[02:50] mn007 | Mmm .
[02:51] me026 | Dan Ellis I believe knows something about using that machine so
[02:56] me026 | If people are interested in in getting jobs running on that maybe I could help with that .
[02:56] mn007 | Mmm .
"[03:00] mn007 | Yeah , but"
[03:01] mn007 | I don't know if we really need now a lot of
[03:05] mn007 | machines . Well .
[03:12] me013 | Well .
[03:16] me013 | Right ? I mean there 's there 's some different things that we 're
[03:22] mn007 | Yeah .
[03:23] mn007 | Mmm .
"[03:25] me013 | So . Yeah , as far as you can tell , you 're actually OK on C - on CPU uh , for training and so on ?"
"[03:32] mn007 | Ah yeah . I think so . Well , more is always better , but"
"[03:36] mn007 | mmm ,"
[03:43] mn007 | We just select what works fine and
[03:44] me013 | OK .
