[00:05] me018 | OK .
[26:47] me013 | Uh .
"[26:48] me013 | But , um ."
"[26:52] me013 | Yeah , the other thing is that even though"
"[26:55] me013 | it 's months away ,"
"[26:56] me013 | uh ,"
[26:57] me013 | it 's starting to seem to me now like November fifteenth is right around the corner .
"[27:01] me013 | And , um , if they haven't decided things like this ,"
"[27:06] me013 | like what the parameters are gonna be for this ,"
"[27:08] me013 | uh , when "" deciding "" is not just somebody deciding . I mean , in fact there should be some"
"[27:15] me013 | deciding , which means some experiments and and so forth . It it it seems pretty tight to me ."
[27:20] me018 | So wha what 's the significance of November fifteenth ?
[27:22] me013 | That 's when the evaluation is .
[27:24] me018 | OK .
[27:25] me013 | Yeah .
"[27:26] me013 | So , yeah , so after But , you know , they may even decide in the end to push it off ."
"[27:31] me013 | It wouldn't , you know , entirely surprise me . But , uh ,"
[27:46] me013 | Anyway .
[27:47] me018 | OK .
[27:51] me013 | Great .
"[27:58] me013 | who 's , uh , working with this and and"
"[28:01] me018 | Is is this part of the evaluation just a small part , or ho how important is this to the overall ?"
"[28:07] me013 | I I think it 's it 's , um it depends how badly you do ."
[28:13] me013 | Uh .
[28:13] mn052 | b
[28:14] me018 | This is one of those things that will be debated afterwards ?
"[28:19] me013 | my impression ,"
"[28:22] me013 | my impression is that , um ,"
[28:25] me013 | they want it as a double check .
[28:27] me013 | That you haven't come across you haven't
[28:29] me013 | invented features
[28:31] me013 | which are actually gonna do badly
"[28:33] me013 | for a a significantly different task ,"
[28:35] me013 | particularly one with larger vocabulary .
[28:37] me018 | Mmm .
"[28:37] me013 | And , um , but"
"[28:39] me013 | it 's not the main emphasis . I mean , the truth is , most of the applications they 're looking at are pretty small vocabulary ."
[28:45] me018 | Mmm .
[28:46] me013 | So it 's it 's a double check . So they 'll probably assign it some sort of low weight .
"[28:50] me018 | Seems to me that if it 's a double check , they should give you a one or a zero ."
"[28:54] me018 | Y you passed the threshold or you didn't pass the threshold , and they shouldn't even"
[28:58] me018 | care about what the score is .
"[28:59] me013 | But , I mean , we 'll we 'll we 'll see what they come up with . Uh , but"
[29:01] me018 | Yeah .
"[29:02] me013 | in in the current thing , for instance , where you have this well - matched , moderately - matched , and and mis highly - mismatched ,"
"[29:09] me013 | uh , the emphasis is somewhat on the on the well - matched ,"
"[29:13] me013 | but it 's only a a marginal , right ? It 's like forty ,"
[29:19] mn052 | Yeah .
"[29:20] me013 | if you were way , way off on the highly - mismatched , it would have a big effect ."
[29:25] me018 | Mm - hmm .
"[29:26] me013 | And , um , it"
[29:32] me018 | Oh .
"[29:33] me013 | If it doesn't help you much ,"
"[29:35] me013 | uh , for noisy versions of this of large vocabulary data ,"
"[29:45] me013 | if it doesn't help you much at all ,"
"[29:47] me013 | um , or to put it another way , if it helps some people a lot more than it helps other people ,"
[29:51] me018 | Mm - hmm .
"[29:53] me018 | So is this , uh ?"
"[29:56] me018 | Uh , Guenter was putting a bunch of Wall Street Journal data on our disks ."
[29:59] me013 | That 's it .
[30:00] me018 | So that 's the data that we 'll be running on ?
[30:02] me013 | Yeah .
[30:02] me018 | I see . OK .
[30:04] me013 | Yeah .
"[30:08] me013 | we have the data , just not the recognizer ."
[30:19] me013 | OK .
"[30:20] me018 | So this test may take quite a while to run , then ."
[30:24] me018 | May - judging by the amount of data that he was putting
"[30:26] me013 | Uh ,"
[30:27] me018 | on .
"[30:27] me013 | well there 's training and test , right ?"
"[30:32] me013 | No , I mean , if it 's like the other things , there 's there 's"
[30:34] me013 | data for training the H M Ms and and data for testing it . So
[30:40] me018 | OK .
"[30:42] me013 | So , training the recognizer , but , um"
[30:47] me013 | Um .
[30:52] me013 | Is it trained on clean and and test on ?
[30:53] mn052 | The Wall Street ?
[30:54] me013 | Yeah .
"[30:55] mn007 | Apparently , no . It 's training on"
"[30:58] mn007 | a range between ten and twenty DB , I think , and testing between five and fifteen ."
[31:03] mn052 | Yeah .
[31:03] mn007 | That 's
[31:04] me013 | OK .
"[31:07] mn052 | It 's like a medium medium - mismatch condition , sort of ."
[31:10] me013 | I see .
"[31:19] mn007 | which are selected randomly and added randomly ,"
"[31:23] mn007 | uh , to the files ."
[31:30] mn007 | on TI - digits .
[31:35] me013 | Yeah .
"[31:39] me013 | Yeah . I mean , I wouldn't imagine that the amount of testing data"
[31:42] me013 | was
[31:44] me013 | that huge .
"[31:47] me013 | They probably put training uh , almost certain they put training data there too ."
[31:51] me013 | Maybe not .
[31:57] me013 | So .
[31:57] me013 | That 's that .
[31:59] me013 | Anybody have anything else ?
"[32:00] me018 | Uh , one one last question on that . When did they estimate that they would have that system available for download ?"
"[32:07] mn052 | Um ,"
[32:08] mn052 | I guess I guess one some preliminary version is already there .
"[32:12] me018 | Oh , so there 's w something you can download to just"
"[32:14] mn052 | Yeah , it 's already there . Yeah ."
"[32:15] me018 | learn ? OK , good ."
[32:15] mn052 | But they 're
"[32:16] mn052 | actually parallel - y doing some modifications also , I think ."
[32:19] me018 | OK .
"[32:20] mn052 | So I guess the f final system will be frozen by middle of ,"
"[32:23] mn052 | like , one more week maybe ."
"[32:27] me013 | Oh , well that 's pretty soon ."
"[32:28] mn052 | Yeah , that 's just one more ."
"[32:31] me006 | Is this their , um , SVM recognizer ?"
"[32:34] mn052 | No , it 's just a straightforward HMM ."
"[32:36] me006 | Oh , OK ."
"[32:40] me013 | in their recognizer and and the SVM is one of the things they 've done with it , but it 's not their more standard thing ."
[32:41] me006 | Uh - huh .
[32:45] me013 | For the most part it 's it 's Gaussian mixtures .
"[32:45] me006 | Oh , OK ."
"[32:47] me006 | Oh , OK ."
[32:48] me013 | Yeah .
"[32:48] mn052 | It 's just a HMM , Gaussian mixture model ."
[32:50] me006 | Gaussian mixture HMM . OK .
[32:51] me013 | Yeah .
"[32:52] me013 | Yeah , the SVM thing was an HMM also . It was just a it it it was like a hybrid , like what ? Yeah ."
"[32:55] mn052 | Yeah , this is a g yeah , this i yeah ."
[32:55] me006 | Mm - hmm .
"[32:57] me018 | So , just so that I understand , they 're providing scripts and everything so that"
"[33:01] me018 | basically , uh ,"
"[33:03] me018 | you you push a button and it does training , and then it does test , and everything ?"
[33:08] me018 | Is that the idea ?
"[33:09] mn052 | I I I think yeah , I I guess something like that ."
[33:12] me018 | Mm - hmm .
[33:16] me018 | I see . Hmm .
[33:21] me018 | Somehow yo there 's hooks to put your
"[33:21] mn052 | Just , ju"
"[33:22] mn052 | Yeah , I th I think ."
[33:25] me018 | Hmm .
[33:27] me013 | Hmm .
"[33:33] me013 | In fact , I mean , if you look into it a little bit , it might be reasonable You know Joe , right ?"
[33:38] me018 | Mm - hmm .
"[33:39] me013 | Yeah . Just to sort of ask him about the issue of , um ,"
"[33:44] me013 | different features having different kinds of , uh , scaling characteristics and so on . So that ,"
"[33:50] me013 | you know , w w possibly having entirely different optimal values for for the usual twiddle factors and what 's what 's the plan about that ?"
[33:58] me018 | OK .
"[34:00] mn052 | So sh shall we , like , add Chuck also to the mailing lists ?"
[34:07] me013 | Yeah . Is that OK ?
[34:07] mn052 | Because there 's a mailing list for this .
"[34:09] me018 | Yeah , that 'd be great ."
"[34:10] mn052 | Yeah , I guess maybe Hari or Hynek ,"
"[34:12] mn052 | one of them , has to send a mail to Joe ."
[34:17] me018 | I I could send him an email .
"[34:18] mn052 | Well , yeah , to add or maybe wh"
"[34:23] me013 | Uh , yeah , and just , um , se maybe see . Do you have Hari 's , uh ?"
"[34:28] me013 | Yeah , so maybe just CC Hari and say that you 've just been asked to handle the large vocabulary part here ,"
[34:33] me018 | OK .
"[34:33] me013 | and , uh , you know , end ."
[34:35] me018 | Would it be better if I asked Hari to ask Joe ?
[34:37] me013 | Uh .
"[34:40] me013 | Why don't you just ask Joe but CC Hari , and then in the note say , "" Hari , hopefully this is OK with you "" ."
[34:43] me018 | OK .
[34:45] me018 | OK .
"[34:46] me013 | And then if Joe feels like he needs a confirmation , Hari can answer it ."
[34:46] mn052 | Yeah .
"[34:51] me013 | That way you can get started asking Joe quickly while he 's while he 's maybe still ,"
[35:05] me013 | Yeah .
"[35:05] mn052 | And there is an , uh , archive of all the mails that has been"
"[35:10] mn052 | gon that has gone , uh , between these people among these people ."
[35:14] me018 | OK .
[35:17] mn052 | mails in the ISIP web site Mississippi web site .
[35:19] me018 | OK .
[35:20] me018 | Is that a password controlled ? OK .
"[35:21] mn052 | Yeah , it 's password protected ."
[35:44] me013 | Have you thought about how long would be
"[35:48] me013 | uh , most useful for you to go up to OGI ?"
"[35:59] mn007 | For September , we can set up"
[36:03] mn007 | a work schedule and we can maybe work independently .
[36:06] mn007 | And then at some point it maybe be better to
[36:12] mn007 | work together again .
"[36:14] me013 | Oh , so you 're you 're imagining more that you would come back here first for a while and then and then go up there ? I mean , it 's to you . I ju you guys are"
"[36:19] mn007 | Maybe , yeah ."
[36:23] mn007 | Huh .
[36:26] mn007 | Mm - hmm .
"[36:26] me013 | the best way to work it . I 'll support it either way , so ."
[36:29] mn007 | Mm - hmm
[36:30] mn007 | Right .
[36:33] me013 | OK .
[36:35] me013 | Uh .
[36:37] me013 | Got anything to tell us ?
[36:39] me006 | Um .
"[36:40] me006 | Well , I 've been"
[36:42] me006 | reading some literature about
[36:44] me006 | clustering
"[36:45] me006 | of data . Just , um ,"
"[36:50] me006 | OK , so we 're talking about"
[36:53] me006 | discovering intermediate categories
[36:57] me006 | to classify .
"[36:58] me006 | And , uh , I was looking at some of the work that ,"
"[37:01] me006 | uh , Sangita was doing on these TRAPS things . So"
"[37:05] me006 | she has , um she has"
"[37:08] me006 | temporal patterns for ,"
"[37:10] me006 | um , a certain set of phonemes ,"
"[37:13] me006 | from from TIMIT , right ?"
"[37:14] me006 | the most common phonemes . And each one of them has has a a nice pattern over time , a one one second window ."
[37:23] me006 | And it has has these patterns .
"[37:25] me006 | Um , so she has , um"
"[37:29] me006 | a TRAP for each one of the phonemes ,"
"[37:32] me006 | um , times fifteen , for each of the fifteen critical bands ."
"[37:36] me006 | And , um , she does this agglomerative hierarchical clustering"
"[37:42] me006 | which which basically , um , is a clustering algorithm that , uh , starts with many , many , many different points many different clusters uh , corresponding to the number of data , uh , patterns that you have in the data ."
[38:07] me006 | by merging the patterns that are most closely related .
[38:13] me018 | And you create a tree .
"[38:14] me006 | And y yeah , yeah , a dendrogram tree ."
[38:17] me006 | Um .
"[38:17] me018 | And then you can pick , uh , values anywhere along that tree to"
[38:22] me018 | fix your set of clusters .
"[38:27] me006 | when the sol similarity measures ,"
"[38:29] me006 | um , don't go down as much ."
"[38:32] me006 | And so , uh so you stop at that point ."
"[38:36] me006 | And what she found was , sh um , was there were five broad ,"
"[38:41] me006 | um broad categories ,"
"[38:43] me006 | uh , corresponding to , uh , things like , uh , fricatives and , uh , vocalic , um , and , uh , stops ."
"[38:53] me006 | And , uh , one for silence and and another one for schwa schwa sounds ."
"[38:58] me006 | Um , and ,"
"[39:07] me006 | it 's not a completely automatic way of clustering ,"
[39:16] me006 | that these frames correspond to this particular phoneme .
[39:24] me006 | to the set of phonemes that you already have .
"[39:27] me006 | Um , whereas maybe we want to just take take a look at , um , arbitrary windows in time ,"
[39:34] me018 | Mm - hmm .
[39:40] me018 | Mm - hmm .
"[39:42] me006 | if we do that , then we would probably , um , at some point in the clustering algorithm"
"[39:49] me006 | find that we 've clustered things like , OK , thi this is a transition , um , this is a relatively stable stable point ."
"[39:57] me006 | Um , and I 'm hoping to find other things of of similarity and maybe use these things as the intermediate , um intermediate categories that , uh , um , I 'll later classify ."
[40:11] me013 | Are you looking at these in narrow bands ?
[40:11] me018 | Mm - hmm .
"[40:13] me006 | Um ,"
[40:14] me006 | right .
"[40:16] me013 | Cuz that 's what you 're gonna be using , right ?"
"[40:18] me006 | Yeah , yeah . I I haven't exactly figured out , um , the exact details for that but , uh ,"
[40:39] me006 | Yeah .
[40:43] me006 | OK .
"[40:52] me013 | uh , little detectors that are looking at narrow bands ,"
[40:55] me013 | then
[40:57] me013 | what you 're going to be looking for should be some category that you can find with the narrow bands .
[41:02] me006 | Mm - hmm .
[41:03] me013 | That that seems to be kind of fundamental to it .
[41:06] me006 | Right .
"[41:06] me013 | Um , and then the other thing ,"
"[41:10] me013 | that I wonder about with it ,"
"[41:11] me013 | and and don't take this in the wrong way , like I I know what I 'm doing or anything ,"
"[41:17] me013 | Um , just wondering really ."
[41:19] me006 | Mm - hmm .
"[41:20] me013 | Um ,"
[41:21] me013 | the sort of standard
"[41:33] me013 | um , and your goal is discrimination ,"
"[41:37] me013 | then having choices based on discrimination as opposed to , um , unsupervised nearness of things ,"
"[41:45] me013 | um , is actually better ."
"[41:47] me013 | Um , and I don't know if that I mean , since you 're dealing with issues of robustness ,"
"[41:52] me013 | you know , maybe maybe this isn't right , but"
"[41:54] me013 | it 'd be something I 'd be concerned about . Because , for instance ,"
"[41:58] me013 | you can imagine ,"
"[41:59] me013 | uh ,"
"[42:01] me013 | uh , i i if you remember from from , uh from your your quals , John Ohala saying that , uh , "" buh "" and "" puh "" differed , uh , not really cuz of voicing but because of aspiration ."
[42:13] me006 | Mm - hmm .
"[42:13] me013 | I mean , in as far as wha what 's really there in the acoustics ."
"[42:20] me013 | if you were doing some coarse clustering , you probably would put those two sounds together ."
[42:34] me013 | screwing up on this distinction .
"[42:37] me013 | So , in fact , it 's a little hard because recognizers , to first order , sort of work ."
[42:42] me013 | And the reasons we 're doing the things we 're doing is because they don't work as well as we 'd like .
"[42:46] me013 | And since they sort of work ,"
"[42:48] me013 | uh , it means that they are already doing if you go and take"
"[42:52] me013 | any recognizer that 's already out there and you say , "" how well is it distinguishing between schwas and stops ? """
[43:01] me006 | Mm - hmm .
"[43:01] me013 | Boy , I bet they 're all doing"
"[43:03] me013 | nearly perfectly on this , right ? So these these big categories that differ in huge obvious ways , we already know how to do ."
[43:04] me006 | Mm - hmm .
"[43:13] me013 | So , what are we bringing to the party ? I mean , in fact what we wanna do is have something that , particularly in the presence of noise ,"
"[43:19] me013 | uh , is better at distinguishing between , uh , categories that are actually close to one another ,"
"[43:26] me013 | and hence , would probably be clustered together ."
[43:29] me006 | Mmm .
"[43:29] me013 | So that 's th that 's the hard thing . I mean , I understand that there 's this other"
"[43:33] me013 | constraint that you 're considering , is that you wanna have categories that , uh that would be straightforward for , say , a human being to mark if you had manual annotation ."
[43:41] me013 | And it 's something that you really think you can pick up . But
[43:44] me013 | I think it 's also essential that you wanna look at what are the confusions
[43:49] me006 | Mm - hmm .
"[43:50] me013 | that you 're making and how can you come up with , uh , categories that , uh , can clarify these confusions ."
"[44:02] me013 | So , I mean , the standard sort of way of doing that is take a look at the algorithms you 're looking at , but then throw in some discriminative aspect to it ."
"[44:09] me013 | Y y this is more like , you know , how does LDA differ from PCA ?"
"[44:13] me013 | I mean , they 're the same sort of thing . They 're both orthogonalizing . But ,"
[44:14] me006 | Right .
"[44:16] me013 | you know and and , um ,"
[44:19] me013 | this is a little harder because you 're not just trying to find parameters . You 're actually trying to find the the the the categories themselves .
"[44:26] me013 | Uh , so a little more like brain surgery , I think on yourself . Uh . So , uh Um , anyway ."
[44:39] me013 | That 's my thought .
[44:41] me006 | OK .
[44:48] me018 | Yeah .
"[44:48] me013 | W actually , you stopped thinking about it for a long time , but you used to think about it a lot . And you 've been thinking about it more now , these categories . Mm - hmm ."
[44:53] mn052 | Yeah .
[45:04] me018 | the way I 've been looking at it . That it 's it 's it 's all not very clear to me . But
"[45:10] me018 | it seems to me that the desire the desirable feature to have is something that , um ,"
"[45:17] me018 | is bottom - up . You know , however we do that . And"
[45:19] me013 | Mm - hmm .
[45:22] me018 | and so
[45:23] me018 | I guess what I don't understand is how to do that
"[45:26] me018 | and still be discriminative , because to be discriminative you have to have categories"
[45:28] me013 | Right .
"[45:31] me018 | and the only categories that we know of to use are sort of these human human sig significant categories that are significant to humans , like phonemes , things like that . But that 's sort of what you want to avoid . And so"
"[45:44] me013 | Well , here 's a here 's a , uh , uh"
[45:44] me018 | that feels I don't know how to get out of this .
"[45:51] me013 | um , what do you really I mean , in a sense the only s s systems that make sense ,"
"[45:58] me013 | uh ,"
[46:01] me013 | are ones that that have something from top - down in th in them .
"[46:06] me013 | Right ? Because if e even the smallest organism that 's trying to learn to do anything , if it doesn't have any kind of reward"
"[46:12] me013 | for doing or penal penalty for doing anything , then it 's just going to behave randomly ."
[46:16] me018 | Mm - hmm .
"[46:17] me013 | So whether you 're talking about something being learned through evolution or being learned through experience , it 's gotta have something come down to it that gives its reward or , you know , at least some reinforcement learning , right ?"
[46:24] me018 | Right .
"[46:26] me018 | So the question is , how far down ?"
"[46:28] me018 | We could stop at words , but we don't , right ? We go all the way down to phonemes ."
"[46:32] me013 | Right , but I me I I think that maybe in some ways part of the difficulty is is trying to deal with the with these phonemes ."
[46:39] me018 | Mm - hmm .
"[46:39] me013 | You know , and and and i it 's almost like you want categories if if our if our , uh , um ,"
"[46:54] me013 | then , um , maybe we should be looking at words ."
[46:58] me018 | Mm - hmm .
"[46:58] me013 | I mean , for for for very nice , uh , reasons we 've looked for a while at syllables , and they have a lot of good properties , but"
"[47:05] me013 | i i i if you go all the way to words , I mean , that 's really I mean , d w"
[47:12] me018 | Yeah .
"[47:17] me018 | Yeah , so the common right , the common wisdom is you can't do words because there 's too many of them , right ? So you have to have some smaller set that you can"
"[47:25] me018 | use , uh ,"
"[47:38] me018 | are really cartoon - ish , right ? So when you look at conversational speech , for example , you don't see the phonemes that you that you have in your word models ."
[47:40] me013 | Yeah .
[47:59] me018 | Mm - hmm .
"[47:59] me013 | for later stuff , uh ,"
[48:01] me018 | Mm - hmm .
[48:02] me013 | then maybe it doesn't matter
"[48:06] me013 | I mean ,"
[48:08] me013 | what you wanna do is is build up these categories that are that are best for word recognition .
[48:13] me018 | Right .
[48:14] me018 | Right .
"[48:15] me013 | And and somehow if that 's built into the loop of what the categories I mean , we do this every day"
[48:18] me018 | Ah .
[48:20] me013 | in this very gross way of of running o a thousand experiments because we have fast computers and picking the thing that has the best word error rate .
[48:21] me018 | Right .
[48:27] me018 | Yeah .
[48:37] me018 | Mm - hmm .
[48:38] me013 | the final goal .
[48:39] me018 | Mm - hmm .
"[48:40] me013 | Um , so maybe there 's a way to even put that in in a much more automatic way , where you take , you know , something about the error at the level of the word or some other it could be syllable but in some large unit ,"
[48:43] me018 | Right .
[48:52] me018 | Uh - huh .
"[48:53] me013 | uh , and"
"[48:55] me013 | uh yeah , you may not have word models , you have phone models , whatever , but you sort of don't worry about that ,"
[49:01] me018 | Mm - hmm .
"[49:02] me013 | and just somehow feed it back through . You know , so that 's , uh , wh what I called a useless comments because I 'm not really telling you how to do it . But I mean , it 's a it 's it 's , you know it"
"[49:11] me018 | No , but I think the important part in there is that , you know , if you want to be discriminative , you have to have"
"[49:16] me018 | uh , you know , categories ."
[49:19] me013 | Right .
"[49:19] me018 | And I think this the important categories are the words ,"
[49:23] me013 | Yeah .
[49:23] me018 | and not the phones .
[49:26] me013 | Yeah .
"[49:39] me013 | Now , that being said , I think that that if you have something that is , um i"
"[49:45] me013 | Once you start dealing with spontaneous speech , all the things you 're saying are are really true ."
[49:48] me018 | Mm - hmm .
"[49:49] me013 | If you have read speech that 's been manually annotated , like TIMIT ,"
[49:53] me018 | Yeah .
"[49:59] me018 | Yeah , yeah ."
"[50:04] me013 | to do that , to put in discrimination at that level ."
[50:20] me018 | Mmm .
"[50:24] me018 | So it 's almost like there 's this mechanism that we have that , you know , when when we 're hearing read speech and all the phonemes are there"
"[50:32] me018 | you know , we we deal with that , but but when we go to conversational , and then all of a sudden"
"[50:38] me018 | not all the phonemes are there , it doesn't really matter that much to us as humans because we have some kind of mechanism that allows for"
"[50:47] me018 | these word models , whatever those models are , to be munged , you know , and and it doesn't really hurt , and"
[51:00] me018 | I 'm not sure how how to build that in .
[51:04] me018 | Uh .
"[51:08] me013 | Yeah , I mean , I guess the other thing i is is to think of a little bit I mean , we when y when you start looking at these kind of results I think it usually is is pretty intuitive , but start looking at"
"[51:22] me013 | um , what are the kinds of confusions that you do make , uh , you know , between words if you want or or or , uh , even phones in in in in read speech , say ,"
"[51:33] me013 | uh , when there is noise ."
"[51:37] me013 | You know , so is it more across place or more across manner ? Or is it cor you know , is it ? I mean , I know one thing that happens is that you you you , uh ,"
[51:40] me006 | Mm - hmm .
"[51:47] me013 | you lose the , um , uh , low energy phones ."
"[51:57] me013 | And if that if that is if it uh , if that turns it into another word or or different you know , or another pair of words or something , then it 's more likely to happen . But , um ,"
[52:06] me006 | Mm - hmm .
[52:15] me018 | I think part of the difficulty is that a l a lot of the robustness that we have is probably
"[52:21] me018 | coming from a much higher level . You know , we understand the context of the situation when we 're having a conversation . And so if there 's noise in there , you know , our brain fills in and imagines what what should be there ."
[52:23] me013 | Mm - hmm .
"[52:34] me018 | Yeah , exactly ."
"[52:35] me013 | Oh , sure , that 's really big . Uh , but I mean , even if you do"
[52:36] me006 | Yeah .
"[52:40] me013 | um , uh , diagnostic rhyme test kind of things , you know , where there really isn't an any information like that , uh , people are still better in noise"
"[52:50] me013 | than they than they are in in , uh uh , than the machines are ."
[52:56] me018 | Hmm .
"[52:57] me013 | So , I mean , that 's i"
[53:07] me013 | Uh .
[53:23] me018 | Yeah .
"[53:30] me018 | Go ahead , Morgan ."
[56:46] me013 | OK .
[56:47] me018 | OK .
