[00:00] me011 | OK .
"[32:52] fe008 | And then , you can see here "" GPS "" was misinterpreted ."
"[33:09] fe008 | And it it comes through as "" in the core network itself of the access provider , not the internet backbone core "" . Now this is a lot of terminology ."
[33:16] mn017 | Mmm .
"[33:16] fe008 | And they 're generally extremely good ,"
"[33:18] fe008 | but , you know in this this area it really does pay to , um to double check and I 'm hoping that when"
"[33:24] fe008 | the checked versions are run through the recognizer that you 'll see s substantial improvements in performance cuz the you know , there 're a lot of these in there ."
[33:31] mn017 | Yeah . So how often ?
"[33:31] me011 | Yeah , but I bet I bet they 're acoustically challenging parts anyway , though ."
[33:35] me001 | Mmm .
"[33:36] me011 | Oh , really ? Uh , it 's Oh , so it 's just jargon ."
"[33:38] fe008 | It 's jargon . Yeah . I mean this is cuz , you know you don't realize in daily life how much you have top - down influences in what you 're hearing ."
"[33:46] mn017 | But we don't I mean , our language model right now doesn't know about these words anyhow . So ,"
"[33:51] mn017 | you know , un until you actually get a decent language model , @ @ Adam 's right . You probably won't notice a difference ."
[33:52] me013 | Yeah .
[33:55] me011 | It probably won't do any better .
"[33:57] mn017 | But it 's I mean , it 's definitely good that these are fixed . I mean , obviously ."
[34:01] me013 | Yeah .
[34:12] me013 | Yeah .
[34:13] fe008 | OK .
"[34:17] me011 | Well , that 's exactly why I put the extra option in ,"
[34:20] fe008 | Exactly . That 's why we discussed that .
"[34:20] me011 | is that I was afraid people would say , "" let 's censor that because it 's wrong "" , and I don't want them to do that ."
[34:20] me013 | Yeah .
[34:23] me013 | Yeah .
[34:24] me013 | Yeah .
"[34:37] fe008 | I mean , I I think that there will be fewer things to correct because of the the choice . We 'd originally chosen , uh ,"
[34:41] me011 | Yeah .
"[34:42] fe008 | very expensive head headsets but , um , they 're just not as good as these , um ,"
[34:49] fe008 | in this with this respect to this particular task .
"[34:54] fe008 | I don't know exactly , but we chose them because that 's what 's been used here by prominent projects in transcription . So it i we had every reason to think they would work . Sorry , what ?"
[34:56] me013 | Could be .
[34:58] me011 | Mm - hmm .
[34:58] mn017 | So you have spare headsets ?
[35:02] me011 | They 're just earphones . They 're not headsets . They 're not microphones .
[35:05] fe016 | Right .
"[35:07] mn017 | Um ,"
"[35:08] mn017 | because I , uh ,"
"[35:10] mn017 | I could use one on my workstation , just to t because sometimes I have to listen to audio files and I don't have to b go borrow it from"
"[35:18] fe008 | We have actua actually I have W Well , the thing is , that if we have four people come to work for a day , I was I was hanging on to the others"
"[35:24] mn017 | Oh , OK ."
"[35:25] fe008 | for , eh for spares , but I can tell you what I recommend ."
[35:28] mn017 | Right .
[35:29] me013 | Yeah . If you need it . Yeah .
"[35:30] me001 | Yeah , I still I still need to get a pair , too ."
[35:31] fe008 | It 'd just have to be a s a separate order an added order .
"[35:33] fe016 | We should order a cou uh , t"
[35:34] me001 | I 'm using one of these . Yeah .
"[35:36] mn017 | I think I have a pair that I brought from home , but it 's f just for music listening and it 's not Nnn . Yeah ."
[35:38] me013 | No . Just just just just buy them .
[35:39] fe016 | Sh - Just get the model number and Where do you buy these from ? Like ?
[35:41] me013 | Just buy them .
[35:42] mn017 | Yeah .
[35:44] fe016 | You just b go and b Oh .
[35:45] fe008 | Yeah . They always have them in stock .
[35:45] me013 | Yeah .
[35:46] fe016 | That 'd be a good idea .
"[35:47] me011 | W uh , could you email out the brand ?"
[35:47] me013 | Yeah .
"[35:49] fe008 | Oh , sure . Yeah . OK ."
[35:49] me011 | Cuz I think sounds like people are interested . So .
[35:50] me001 | Yeah .
[35:51] me001 | Definitely .
[35:51] me013 | Yeah .
[35:52] fe008 | It 's made a difference in in how easy . Yeah .
[35:54] me013 | I realized something I should talk about . So what 's the other thing on the agenda actually ?
"[35:57] me011 | Uh , the only one was Don wanted to , uh , talk about"
[36:00] me011 | disk space yet again .
[36:01] me001 | Yeah .
"[36:02] me001 | u It 's short . I mean , if you wanna go , we can just throw it in at the end ."
"[36:04] me013 | No , no . Why don't you why don't you go ahead since it 's short ."
"[36:05] me001 | Um , well , uh ."
[36:13] me013 | I i i it i
"[36:15] fe016 | Sorry . See , if I had that little scratch - pad , I would have made an X there ."
"[36:20] me011 | Uh , well , we 'll give you one then ."
[36:22] me013 | Yeah .
"[36:29] me011 | Oh , no ."
"[36:29] me001 | Um , this is always a suspect phrase ."
"[36:38] me001 | o for this , uh , paper we 're writing , so we 're probably gonna need a lot more We 're probably gonna need"
"[36:44] me001 | that disk space that we had on that eighteen gig hard drive . But ,"
[36:49] me013 | We 've just ordered a hundred gigabytes .
"[36:55] me013 | Well , we 're getting three thirty thirty - sixes ."
[36:56] fe016 | So .
[36:57] me001 | OK .
[36:57] me013 | Right ? That are going into the main f file server . So .
[36:58] fe016 | OK .
[36:59] me018 | Markham 's ordering and they should be coming in soon .
[36:59] me011 | Soon ?
"[37:01] me001 | Yeah . I mean , I guess the thing is is , all I need is to hang it off , like ,"
"[37:05] me001 | the person who 's coming in , Sonali 's , computer ."
[37:08] me001 | Or we can move them .
[37:11] me011 | No .
[37:11] mn017 | Or extra disk ?
[37:11] me011 | Ne - new disks .
"[37:12] me013 | Onto Abbott , the file server ."
[37:13] me001 | So are we gonna move the stuff off of my hard drive onto that when those come in ? OK . That 's fine .
"[37:13] mn017 | Oh , oh . OK ."
[37:16] me011 | Once they come in . Sure .
"[37:16] fe016 | Uh , i"
[37:17] fe016 | Do when when is this planned for roughly ?
[37:22] me001 | OK .
[37:25] me011 | But I I vacillate between no space free and a few gig free . So .
[37:28] fe016 | Yeah .
"[37:28] me001 | Yeah . I think I can find something if I 'm desperate and , um , in the meantime I 'll just hold out . That was the only thing I wanted to bring up ."
[37:31] me011 | OK .
[37:35] me001 | OK .
[37:35] me013 | So there 's another hundred gig . So .
[37:37] me001 | Alright . Great .
[37:37] mn017 | Mm - hmm .
[37:37] me013 | OK .
[37:38] me001 | That 's it .
[37:39] fe016 | Good .
"[37:40] me011 | Yeah . A hundred gig here , a hundred gig there . It 's eventually"
[37:44] me013 | Yeah .
[37:45] me011 | real disk space .
[37:46] me013 | Yeah .
"[37:54] me011 | Oh , yeah ."
"[38:03] me013 | uh , and there 's also an annual report . Now , I never actually I I was asking about this . I don't really quite understand this ."
"[38:17] me013 | Um , she 's referring to it as the an annual report for the fiscal year . But of course the fiscal year starts in October ,"
[38:25] me013 | why we do an annual report that
[38:27] me018 | She 's either really late or really early .
[38:28] me013 | we 're writing in July .
[38:29] me011 | Huh .
"[38:40] me013 | So anyway , I 'll be putting together stuff . I 'll do it ,"
[38:47] mn017 | Hmm .
[38:51] me011 | When we remember to fill them out .
"[38:58] me013 | Uh , but , you know , I 'm I 'm sure before it 's all done , I 'll end up bugging people for for more clarification about stuff ."
[39:06] me013 | Um .
"[39:07] me013 | But , um , I don't know , I guess I guess I know"
[39:11] me013 | pretty much what people have been doing . We have these meetings and and there 's the status reports .
[39:16] me013 | Uh .
"[39:17] me013 | But , um ."
"[39:24] me013 | hasn't , uh I 'll be talking to her late"
[39:40] mn017 | OK .
[39:42] me013 | Uh .
"[39:43] me013 | I guess , uh , you you 're still"
"[39:46] me013 | pecking away at the demos and all that , probably ."
[39:48] me011 | Yep .
[39:49] me011 | And Don is gonna be helping out with that . So .
"[39:50] me013 | Oh , that 's right ."
[39:52] me013 | OK .
[39:53] me011 | Did you wanna talk about that this afternoon ?
[39:55] me001 | Um .
"[39:55] me011 | Not here , but later today ?"
"[40:07] me013 | a few days off the following week ,"
[40:09] me013 | a after the after the picnic . So .
"[40:11] me011 | Oh , OK ."
[40:15] me013 | That 's all I had .
[40:17] me011 | So we were gonna do sort of
"[40:19] me011 | status of speech transcription automatic transcription , but we 're kind of running late . So ."
[40:25] fe016 | How long does it take you to save the data ?
[40:27] me011 | Fifteen minutes . So .
[40:29] me011 | If you wanna do a quick
[40:31] fe016 | Yeah .
"[40:33] fe016 | Guess we should stop , like , twenty of at the latest . We we have another meeting coming in that they wanna record . So ."
[40:39] me013 | And there 's the digits to do . So maybe may maybe maybe We could .
"[40:40] me011 | Yeah . Well , we can skip the digits ."
[40:43] me013 | Fi - five minute report or something .
[40:46] me011 | Whatever you want .
[40:54] fe016 | Wait . Why is everybody looking at me ?
[40:55] me011 | Sorry .
[40:55] me018 | I don't know .
[40:56] me013 | Cuz he looked at you and says you 're sketching .
[40:57] mn017 | What ?
[40:58] fe016 | Uh . I 'm not sure what you were referring to .
"[40:58] mn017 | I I I I 'm not actually , I 'm not sure what ?"
[40:59] fe008 | OK .
[41:01] mn017 | Are we supposed to have done something ?
[41:02] me011 | No . We were just talking before about alternating the subject of the meeting .
[41:07] mn017 | Alternating .
[41:07] fe016 | Uh - huh .
[41:07] me011 | And this week we were gonna try to do t automatic transcription status .
[41:11] fe016 | Oh .
[41:11] mn017 | We did that last week . Right ?
[41:11] me011 | But we sort of failed .
[41:14] me013 | I thought we did .
[41:15] mn017 | Yeah . We did .
"[41:16] me011 | OK . So now now we have the schedule . So next week we 'll do automatic transcription status , plus anything that 's real timely ."
[41:20] mn017 | OK .
[41:21] fe016 | Oh .
[41:24] me018 | Good update .
[41:24] me011 | Dodged that bullet .
[41:33] me013 | But but lots of prosody .
"[41:40] mn017 | Uh , I mean , we we really haven't done anything ."
[41:40] me011 | Th -
[41:43] me011 | Excuse me ?
[41:54] mn017 | I I I learned from Thilo what data we can use as a
[41:59] mn017 | benchmark to
"[42:01] mn017 | see how well we 're doing on automatic alignments of the background speech or , of the foreground speech with background speech . So ."
[42:06] me011 | Yeah .
"[42:07] fe016 | And then , uh , I guess ,"
"[42:12] fe016 | when he can get these You know , before we were working with"
[42:16] fe016 | these segments that were all synchronous and that caused a lot of problems because you have
[42:18] mn017 | Mmm .
"[42:19] me011 | Oh . Right , right ."
[42:20] fe016 | timed sp at on either side .
[42:22] me011 | Mm - hmm .
[42:24] fe016 | stage - two of trying the same kinds of alignments with the tighter boundaries with them is really the next step .
[42:27] me011 | Right .
"[42:30] fe016 | We did get our , um I guess , good news . We got our abstract accepted for this conference , um workshop , ISCA workshop , in , um ,"
[42:30] fe008 | I 'll be interested .
"[42:39] fe016 | uh , New Jersey ."
"[42:44] fe016 | very poor , very quick . Um ,"
[42:51] me011 | When 's it due ?
[42:55] me011 | Mm - hmm .
"[42:57] fe016 | But , I mean , the good news is that that will have"
"[42:59] fe016 | sort of the European experts in prosody sort of a different crowd , and I think we 're the only people working on prosody in meetings so far , so that should be interesting ."
"[43:08] fe016 | Uh , it 's"
[43:10] fe016 | ISCA Workshop on Prosody in
[43:16] me011 | Mm - hmm .
"[43:23] fe016 | um , a web page"
[43:26] fe016 | for it .
[43:29] mn017 | Yeah .
[43:29] me013 | Yeah .
"[43:29] me011 | I don't have a paper but I 'd kinda like to go , if I could ."
[43:32] me011 | Is that alright ?
[43:34] me013 | We 'll discuss it .
"[43:35] me011 | OK . I guess that 's "" no "" ."
[43:46] me013 | Um .
"[43:47] me011 | I 'll pick up your dry - cleaning , too ."
[43:52] me011 | Should we do digits ?
[43:53] me013 | Yeah .
[43:54] me011 | Uh .
[44:28] me011 | Yep . Go for it .
[48:12] me011 | Thanks .
"[48:48] fe008 | Yeah , exactly ! I mean , with the distractions , I was having trouble focusing . But ."
